provider,Row Number,Encryption Time (ms),Encrypted Data Size (KB),Transaction Size (KB),CPU Usage (ms),Memory Usage (MB),Transaction Confirmation Time (s),Transaction Hash,Estimated Gas,Actual Gas Used
http://localhost:8545,178,21,156.23,44.22,57.29,1.39,9.15,0x782e2e15d5d8c4f0579c9780dc3afac91bc91f7cd04f17df20b9588bf6c51067,2740719,2740438
http://localhost:8545,179,21,155.89,44.22,20.85,0.87,9.18,0x44be015147f376a921904084f73181d8e96025efdf3413707875ade3251427d9,2740812,2740531
http://localhost:8545,180,18,156.18,44.22,18.11,0.87,9.12,0xaac6519828210b5c0746e76eef192bcc99e2d0a374ba3a2da5c5e9c4bb72272e,2740758,2740477
http://localhost:8545,181,30,156.18,44.22,34.52,0.86,9.13,0x72fdf2da8621f27955752b1f66600ed81b09ac84bfc6cad7dc53a3f44b5bc49b,2740761,2740480
http://localhost:8545,182,27,156.23,44.22,71.95,1.49,9.14,0xe8a8ac6af1c44730ad4cfb61cef0f235ea527850b31a4ed5dd0f3644ed830045,2740731,2740450
http://localhost:8545,183,16,156.11,44.22,15.31,0.87,8.17,0x3835d60a712aa4f1489b2357cf51a70d44e1e2fe1b942484e55db20987253a59,2740722,2740441
http://localhost:8545,184,17,156.22,44.22,20.18,0.87,9.12,0xda77d4b14f746989687fdb9807452cb3a58f47f76ad51416f61f438cb56ab91e,2740752,2740471
http://localhost:8545,185,22,155.97,44.22,21.55,0.89,9.21,0x3e2919d683f7ff96c2cfbd9c0ff922b6d00e931313867d4dd4cacc73fbc7b194,2740695,2740414
http://localhost:8545,186,25,156.23,44.22,71.19,1.54,8.19,0x658a8ee68372c06c9bc052df74d3a6751ab6a957a2a2831abaca7022fd2cc35b,2740740,2740459
http://localhost:8545,187,18,156.07,44.22,17.55,0.85,9.13,0x86490581c0e82fc2815851a5ece0c1b9488a8e8bbbd0830fa2e8450e02a6aed7,2740656,2740375
http://localhost:8545,188,18,156.30,44.22,17.96,0.86,9.15,0x70eca8e6f7d8f51ac396458cabe4e0f3ab48afaa01a1b6d0e4d24d913ad671d9,2740704,2740423
http://localhost:8545,189,20,156.08,44.22,19.68,0.85,9.18,0xb3b4d3d926fb9639062cd6e57c814cc3e506a230922308e9e39f3248e6694fcd,2740743,2740462
http://localhost:8545,190,27,156.35,44.22,89.26,1.68,9.16,0xe7dd9b0dbe03b2cdac634241041073032438dfa690c993a122daaf4e9b7638cd,2740761,2740480
http://localhost:8545,191,26,156.16,44.22,25.80,0.85,9.12,0xb162e0eba2596e94c253be373154164a771dc307a401534e5f7c6d2afadfd8cd,2740764,2740483
http://localhost:8545,192,19,156.30,44.22,18.84,0.86,9.15,0x4c7917e82f959df44e7f74c9800db1f601ae268c63732293dc6e57458d5ccaf4,2740737,2740456
http://localhost:8545,193,18,156.18,44.22,18.46,0.86,9.13,0xa52292f1fee479d91d95e15853939736dacc12998491cc3d1af40559faa4e14a,2740728,2740447
http://localhost:8545,194,24,156.22,44.22,53.75,1.40,9.16,0x310be75b91dcf4b4a646ca2b286924abbc85f16a1216df1d5c27643c04aa1631,2740713,2740432
http://localhost:8545,195,23,156.17,44.22,22.46,0.87,9.13,0x00a851f4b9fb0357a22ea78258d5c70fec41762ca74b5079fdcf0d6b15543baf,2740743,2740462
http://localhost:8545,196,18,156.11,44.22,17.80,0.86,10.13,0xaefe7118480751e698b9890b790e84e1d00d0238ac51afb9172b7a83fa42776a,2740797,2740516
http://localhost:8545,197,21,156.09,44.22,20.73,0.86,10.16,0xc580e9c861a3c734c02c2da10b018f376e2ce3916dc4bd5a51c4033d215c82a8,2740656,2740375
http://localhost:8545,198,17,156.33,44.22,44.49,1.41,8.14,0x9a684409e4e18a3f8cd65603e5d1424bdcf20da51e67ef7bc2e451b310551a96,2740737,2740456
http://localhost:8545,199,23,156.05,44.22,23.06,0.87,8.15,0xaee81ea3d56d41e022c4881f5b9e6c9d9023ec4dffa3a3e548a794e0e3db764e,2740710,2740429
http://localhost:8545,200,20,156.41,44.22,23.19,0.88,9.12,0xfbff1f650b1e92b3e6037fc65c4ce6c4bc97dfee293e05232b312f838cecb6fd,2740779,2740498
http://localhost:8545,201,16,156.06,44.22,16.22,0.86,9.19,0xfad72d488318f0f23b3d447d2f7eb35ee01054369f6ddb71343fa81d5db8a161,2740809,2740528
http://localhost:8545,202,29,156.06,44.22,71.28,1.40,8.13,0x1a45a8ad18c005c0b9dd8e5a352da31701f29e7ffbfd532e841e06647f343039,2740761,2740480
http://localhost:8545,203,19,155.82,44.22,19.78,0.87,9.12,0xc48c565642da4f73917db0b3f83ef71ac3a263568b44a0a3c92a787624770564,2740695,2740414
http://localhost:8545,204,29,156.21,44.22,28.06,0.86,9.13,0xfae442bf88c877bac5c369d71ec25a000f563ed525b342a96ab8d487eadd434a,2740707,2740426
http://localhost:8545,205,26,156.13,44.22,26.68,0.86,10.18,0x49a9fc3449da591b7549559c3fc4524c524c858b0771197ca5e9ebc840170a3e,2740770,2740489
http://localhost:8545,206,33,156.04,44.22,88.01,1.44,8.17,0x812f5bf586292e8b2699014825d13e733513dbc74faf56a0d7c3661bf1b62f9d,2740755,2740474
http://localhost:8545,207,16,155.98,44.22,16.24,0.86,8.15,0x9229bbd0de1446d579cfcd7a2e69bbf4ebfd13d576a9eba7983c8621050f8822,2740686,2740405
http://localhost:8545,208,16,156.07,44.22,15.88,0.85,9.22,0x27b4f778d21afaf3939c2e2fdaffc34a0fb74f83a64ea2995251464831844e15,2740761,2740480
http://localhost:8545,209,21,156.11,44.22,21.47,0.90,10.18,0xeab2a6d17f774a05deeea6a1ca37284d306407ee80af251c4142ccf15e9fc8f1,2740752,2740471
http://localhost:8545,210,31,156.05,44.22,72.29,1.41,8.13,0xa69db1976a016ebea3f07d6ec40bfb5d957c46fa2f3f2a7f675d3b736ed6140f,2740719,2740438
http://localhost:8545,211,18,156.20,44.22,17.86,0.86,8.13,0xa0165b9aaa2e64e8a48e9433bbef79ad3febd0d3d7c1a20b98b7c0a7285bf36a,2740785,2740504
http://localhost:8545,212,32,155.89,44.22,31.27,0.86,9.13,0xf458c3f7c3a3903de5cbd4c6304e100ac362eb413e43b6a08001012eb914095a,2740692,2740411
http://localhost:8545,213,21,156.21,44.22,21.38,0.85,11.20,0x9147a231821bd4274e50d397f40b67d087010a5411137a4736a56ce5b77a6d58,2740746,2740465
http://localhost:8545,214,49,156.14,44.22,127.85,1.79,11.20,0x01ba2885112330650a45fd495cbb8fc202343d2582a2050e5d44871aad38ca76,2740701,2740420
http://localhost:8545,215,28,156.21,44.22,27.73,0.85,9.17,0x540adcc4606773decb584c85d0d110e5d4ae487fb28f557c131c8adbde1852fc,2740767,2740486
http://localhost:8545,216,22,156.24,44.22,21.52,0.85,11.21,0xcdee8a042f30a24dbd664a22cf85e5a362243ab8d30c2e8ffceef706cabc8373,2740812,2740531
http://localhost:8545,217,40,156.20,44.22,40.26,0.85,14.32,0xc7e6b16a6c6343ca0d079ac10566c23485b164f54734a3f806efcff771bded1a,2740782,2740501
http://localhost:8545,218,46,155.86,44.22,116.20,1.37,9.24,0xb4a51cd58d1992234bc21ab83782f6dd583eebb4b62068fd7b2eb0a11c94ec83,2740689,2740408
http://localhost:8545,219,37,156.22,44.22,37.22,0.85,15.20,0xde8f363d6cef9d3b922721b2322a54040ccf740ca36d025e0ae9131670323b51,2740749,2740468
http://localhost:8545,220,41,156.30,44.22,40.88,0.85,11.31,0x7fd45683711d371d70ba409588d66b5d567bf4fe25738ad5682ffee5d8664f8e,2740713,2740432
http://localhost:8545,221,43,156.21,44.22,38.57,0.85,9.16,0x5817edeed3cd6197d95b0c6fdf330f9ac851c1b71739733f9f921b34b5c67b41,2740695,2740414
http://localhost:8545,222,26,156.13,44.22,41.86,0.89,11.18,0xef9c0af5225cb137fffb9d792d14a418c4ff0c6f2f52236eb59c04024ec44e72,2740695,2740414
http://localhost:8545,223,48,156.24,44.22,117.66,1.41,7.21,0x29e17a9a4884ccee0092ee7188ea6b554e47601b9ab5f93a34988dbcacc246d1,2740794,2740513
http://localhost:8545,224,37,156.09,44.22,29.15,0.85,14.16,0x3a2daf62de8c2d6eb17690002c182fa9257516365e786508e31851757cd00768,2740713,2740432
http://localhost:8545,225,38,156.23,44.22,40.25,0.86,9.19,0x5be9989355e7832bf5f24ccd03004e64966914233f0ab6c168f89b3ef18abc70,2740806,2740525
http://localhost:8545,226,44,156.26,44.22,41.59,0.85,9.19,0x073cd91995cf8a17201d4269decfac5ee2cfb3f1c8d32290f99cc86d34d58d44,2740737,2740456
http://localhost:8545,227,44,156.27,44.22,104.63,1.35,10.22,0x0cbe7227b50d92182273df7c4e5f2ab53ac27013c716b833a077052511975aad,2740710,2740429
http://localhost:8545,228,20,156.03,44.22,23.11,0.86,9.18,0xf04f4c804218d96f019f3d6b74bd97cc1192882d25e1fb980fc1350181446772,2740725,2740444
http://localhost:8545,229,19,156.05,44.22,19.10,0.87,8.13,0x1601d6d66e9ce2d2aae9b477e5ad2b3a9825ff78f1f1859deec61e02dbd179b9,2740782,2740501
http://localhost:8545,230,20,156.25,44.22,20.06,0.86,8.21,0xde61c162a99207adf9449ce186393d80af59c3a94ebff1d77558ef4fbeeabcb5,2740764,2740483
http://localhost:8545,231,25,156.14,44.22,60.83,1.46,9.18,0x09ec9ee6a3aeb2fbc35746d078f26c1bfc774b6cdb735950faa7fbc5bf6762aa,2740770,2740489
http://localhost:8545,232,15,156.20,44.22,14.86,0.86,9.22,0xa7951ad4baff81a6b541d11119fff49746386b6104c60858d7900c97778c0a3f,2740713,2740432
