requests,timestamp,encryptionTime_s,cpuUserDelta_s,cpuSystemDelta_s,rss_MB,heapTotal_MB,heapUsed_MB,external_MB
100,2025-02-25T17:07:19.582Z,1.135,0.942923,0.139051,313.7734375,169.9609375,146.60477447509766,36.695919036865234
100,2025-02-25T17:07:19.587Z,1.14,0.948496,0.139051,314.546875,170.37890625,147.44786071777344,37.2112455368042
100,2025-02-25T17:07:19.592Z,1.145,0.953512,0.139051,315.578125,170.796875,148.23500061035156,37.66419696807861
100,2025-02-25T17:07:19.598Z,1.151,0.958779,0.139051,316.3515625,171.21484375,149.0780487060547,38.17951011657715
100,2025-02-25T17:07:19.603Z,1.155,0.963689,0.139051,317.3828125,171.6328125,149.92090606689453,38.69491767883301
100,2025-02-25T17:07:19.608Z,1.161,0.968947,0.139051,318.15625,172.05078125,150.7078094482422,39.147624015808105
100,2025-02-25T17:07:19.616Z,1.168,0.976978,0.139323,302.984375,156.5859375,120.4245834350586,38.15633583068848
100,2025-02-25T17:07:19.621Z,1.173,0.981974,0.139327,303.7578125,157.00390625,121.26750946044922,38.6717643737793
100,2025-02-25T17:07:19.626Z,1.178,0.98716,0.139398,304.7890625,157.421875,122.05484008789062,39.12479019165039
100,2025-02-25T17:07:19.631Z,1.183,0.99198,0.139402,305.5625,157.83984375,122.89804077148438,39.640217781066895
100,2025-02-25T17:07:19.637Z,1.189,0.997432,0.139402,306.3359375,158.2578125,123.74095916748047,40.15567398071289
100,2025-02-25T17:07:19.643Z,1.195,1.003157,0.139402,307.3671875,158.67578125,124.52836608886719,40.608792304992676
100,2025-02-25T17:07:19.648Z,1.2,1.008638,0.139402,308.140625,159.09375,125.37175750732422,41.12438106536865
100,2025-02-25T17:07:19.653Z,1.204,1.013842,0.139402,308.9140625,159.51171875,126.21420288085938,41.57718467712402
100,2025-02-25T17:07:19.658Z,1.209,1.018863,0.139402,309.9453125,159.9296875,127.00218963623047,42.092801094055176
100,2025-02-25T17:07:19.664Z,1.214,1.024017,0.139402,310.71875,160.34765625,127.84532928466797,42.60847282409668
100,2025-02-25T17:07:19.669Z,1.22,1.029488,0.139402,311.75,160.765625,128.68801879882812,43.06151580810547
100,2025-02-25T17:07:19.674Z,1.225,1.034386,0.139402,312.5234375,161.18359375,129.47592163085938,43.577027320861816
100,2025-02-25T17:07:19.679Z,1.23,1.039812,0.139402,313.296875,161.6015625,130.31893920898438,44.09260177612305
100,2025-02-25T17:07:19.684Z,1.235,1.044828,0.13941,314.328125,162.01953125,131.161376953125,44.545395851135254
100,2025-02-25T17:07:19.689Z,1.24,1.049857,0.139413,315.1015625,162.4375,131.94908905029297,45.06078338623047
100,2025-02-25T17:07:19.695Z,1.246,1.055185,0.139497,315.875,162.85546875,132.79157257080078,45.51362991333008
100,2025-02-25T17:07:19.700Z,1.25,1.055116,0.145039,316.90625,163.2734375,133.6348114013672,46.02909755706787
100,2025-02-25T17:07:19.705Z,1.255,1.055591,0.149481,317.6796875,163.69140625,134.42222595214844,46.544466972351074
100,2025-02-25T17:07:19.712Z,1.262,1.062561,0.149483,311.171875,156.5859375,120.09618377685547,46.28371620178223
100,2025-02-25T17:07:19.718Z,1.268,1.068159,0.149483,311.94140625,157.00390625,120.86006164550781,46.798994064331055
100,2025-02-25T17:07:19.723Z,1.273,1.073842,0.149483,312.71484375,157.421875,121.70299530029297,47.31447124481201
100,2025-02-25T17:07:19.729Z,1.279,1.079688,0.149483,313.74609375,157.83984375,122.56121063232422,47.767404556274414
100,2025-02-25T17:07:19.735Z,1.285,1.085555,0.149595,314.51953125,158.2578125,123.34896087646484,48.28285312652588
100,2025-02-25T17:07:19.742Z,1.292,1.092733,0.149599,315.55078125,158.67578125,124.19195556640625,48.79839324951172
100,2025-02-25T17:07:19.750Z,1.3,1.100156,0.149599,316.32421875,159.09375,125.03475189208984,49.251516342163086
100,2025-02-25T17:07:19.755Z,1.304,1.105509,0.14966,317.09765625,159.51171875,125.82257843017578,49.76704502105713
100,2025-02-25T17:07:19.761Z,1.31,1.110869,0.149662,318.12890625,159.9296875,126.66503143310547,50.21987819671631
100,2025-02-25T17:07:19.766Z,1.315,1.115556,0.149735,318.90234375,160.34765625,127.50831604003906,50.735456466674805
100,2025-02-25T17:07:19.771Z,1.32,1.120524,0.149739,319.67578125,160.765625,128.29580688476562,51.250895500183105
100,2025-02-25T17:07:19.776Z,1.325,1.125604,0.149813,320.70703125,161.18359375,129.138427734375,51.70382213592529
100,2025-02-25T17:07:19.781Z,1.329,1.130816,0.149817,321.48046875,161.6015625,129.98165893554688,52.21935844421387
100,2025-02-25T17:07:19.787Z,1.335,1.135888,0.149817,322.51171875,162.01953125,130.76900482177734,52.73470973968506
100,2025-02-25T17:07:19.792Z,1.34,1.141541,0.149817,323.28515625,162.4375,131.6116180419922,53.18765449523926
100,2025-02-25T17:07:19.798Z,1.346,1.147463,0.149817,324.05859375,162.85546875,132.4549560546875,53.70326519012451
100,2025-02-25T17:07:19.803Z,1.351,1.152511,0.149817,325.08984375,163.2734375,133.24246978759766,54.218729972839355
100,2025-02-25T17:07:19.809Z,1.357,1.152426,0.155555,325.86328125,163.69140625,134.0850067138672,54.67164897918701
100,2025-02-25T17:07:19.814Z,1.362,1.153449,0.159647,326.63671875,164.109375,134.9280776977539,55.18696880340576
100,2025-02-25T17:07:19.819Z,1.367,1.158416,0.159651,327.66796875,164.52734375,135.71540069580078,55.64002227783203
100,2025-02-25T17:07:19.825Z,1.373,1.163889,0.159745,328.44140625,164.9453125,136.55853271484375,56.15537166595459
100,2025-02-25T17:07:19.830Z,1.377,1.169287,0.159748,329.47265625,165.36328125,137.40158081054688,56.6708927154541
100,2025-02-25T17:07:19.835Z,1.382,1.173968,0.159806,330.24609375,165.78125,138.18885803222656,57.123945236206055
100,2025-02-25T17:07:19.841Z,1.388,1.180273,0.159808,331.01953125,166.19921875,139.03206634521484,57.63940620422363
100,2025-02-25T17:07:19.847Z,1.393,1.18386,0.159808,332.05078125,166.6171875,139.87496948242188,58.15485668182373
100,2025-02-25T17:07:19.853Z,1.397,1.188543,0.159808,332.82421875,167.03515625,140.66229248046875,58.607933044433594
100,2025-02-25T17:07:19.858Z,1.403,1.188288,0.165209,333.59765625,167.453125,141.5055160522461,59.12345218658447
100,2025-02-25T17:07:19.863Z,1.408,1.189273,0.169608,334.62890625,167.87109375,142.34828186035156,59.63881969451904
100,2025-02-25T17:07:19.868Z,1.413,1.194051,0.169611,335.40234375,168.2890625,143.13575744628906,60.0920352935791
