provider,Row Number,Encryption Time (ms),Encrypted Data Size (KB),Transaction Size (KB),CPU Usage (ms),Memory Usage (MB),Transaction Confirmation Time (s),Transaction Hash,Estimated Gas,Actual Gas Used
http://localhost:8545,346,22,156.16,44.22,49.60,1.31,7.13,0x0dedb86dc2ccf739f2368eefdcecd437a6ef7c0d55062b489c90bf40cbe3f058,2740692,2740411
http://localhost:8545,347,16,156.21,44.22,15.59,0.87,9.16,0xf2eb141845378c8d24c41cf6073ad1a32bea641e454ddbdf1606e677cc9706d6,2740749,2740468
http://localhost:8545,348,29,156.30,44.22,27.84,0.87,9.12,0xa949ec21fb013276b3474e8876c9c776e7bc5b89d2991d1d56e8e0637f7772c7,2740716,2740435
http://localhost:8545,349,14,156.03,44.22,14.45,0.86,7.13,0xde02e3702902690f3d33f10eb23422ce666baeb2f1d2b4622ec517da0f007811,2740740,2740459
http://localhost:8545,350,22,156.17,44.22,70.22,1.72,8.13,0x82dcdfeb250505b5c07d427adf2e79cfc5bcf190a501ee33ca809f1dc55a6490,2740761,2740480
http://localhost:8545,351,19,156.29,44.22,19.08,0.85,8.12,0xdcc56f2f8db2caef7f08a9a13766f8de927bfa852f45ef000b38bbec7bd16a25,2740752,2740471
http://localhost:8545,352,16,156.20,44.22,15.72,0.86,9.14,0x33853ac9cae10535b1b8b94bda90cb0841bc25f879f8f8b648d7b4257374f7a5,2740710,2740429
http://localhost:8545,353,16,156.16,44.22,15.59,0.85,7.14,0xfea0234db584b7569f338c200162d633a1cd60d18471cf301b434ade068b9223,2740728,2740447
http://localhost:8545,354,28,156.19,44.22,61.08,1.31,8.12,0x869d9b0887367bab5ebe4f81e2dc9b7f7bb6919574472facb9c8aa7cc2bbc918,2740803,2740522
http://localhost:8545,355,15,156.09,44.22,14.79,0.87,9.16,0x3babda2be09f5cbfaa61da183735d1297853a8c0c14e3de4072697d51b9a29bf,2740698,2740417
http://localhost:8545,356,18,156.10,44.22,17.68,0.87,8.12,0x835b4daf3ab36ab380a467f4b748008b7c1ae1ded031d13ba8d842f81cf215b4,2740728,2740447
http://localhost:8545,357,16,156.26,44.22,16.51,0.86,8.14,0xa13ed646f8edaf9584f4f3ca80f6a3168f79ecc4779393aaf3de9c4acb5e75ef,2740803,2740522
http://localhost:8545,358,21,156.28,44.22,54.44,1.51,8.12,0x97b6bf2554bad9a15337cf4f7e03401949b82ba103ee866d72a4c5ba85cfc5f2,2740689,2740408
http://localhost:8545,359,16,156.00,44.22,16.30,0.87,8.13,0x8c801a4cd1a83be0d2cfcf08f52c8a797dd15568330c278508664d746158393a,2740791,2740510
http://localhost:8545,360,26,156.08,44.22,26.20,0.87,8.13,0xf018597ee5040fa0f48a5a257c5e4e90888e56baa00e9732464950669fc35508,2740779,2740498
http://localhost:8545,361,22,155.85,44.22,21.54,0.86,9.15,0xe10bbf35c3f7655f41720749f5ddb33bcc6344da199947438b72e8a38d53db38,2740752,2740471
http://localhost:8545,362,18,156.20,44.22,54.08,1.85,8.12,0x19a0f41d35942ec077b50500a5694e67ac698d9fae43f3cbf98c327cd69d1961,2740692,2740411
http://localhost:8545,363,15,156.26,44.22,15.42,0.86,8.12,0xd0c9380fbb2047d91f107d33e5796fe211ec556e52ae242d4a7f016e6e3aed54,2740773,2740492
http://localhost:8545,364,16,156.09,44.22,15.90,0.86,8.12,0x4c823df206ee6f51269e7d085a9997c82280cefdb8f5f299b09acb8bafa284e8,2740740,2740459
http://localhost:8545,365,21,156.06,44.22,34.13,0.86,8.12,0x400fa0b6851c9123374d0797b023a73da8b327b4fe95d6f5dfc3bf6da46ccc20,2740701,2740420
http://localhost:8545,366,22,156.17,44.22,52.53,1.42,9.15,0x5167e5970cf36df2e5bc7e0df74f211a1a61a38e77e842343c9950186ffa595b,2740740,2740459
http://localhost:8545,367,15,156.36,44.22,15.67,0.86,8.13,0xc85cb17214c0d6e0d3da89ee5f816b06412925c3c86ab3f8c9fb98e8e8ce9e9d,2740749,2740468
http://localhost:8545,368,15,156.00,44.22,15.53,0.85,8.12,0xd9eec763ce6229c7732f62aa6b69996870fa3dab219e30f40c76dc41f35f43f5,2740764,2740483
http://localhost:8545,369,13,156.17,44.22,13.16,0.85,7.14,0x03adb48f8d68c26d97f272585105cf97f6ed347c6feae99e10032ad0fbcc5125,2740752,2740471
http://localhost:8545,370,26,155.95,44.22,72.27,1.61,8.12,0x0a63df123b3c5e564af1f3e2a8b51e629360d4d5db26f59f1b5e0269a7c05eef,2740725,2740444
http://localhost:8545,371,16,156.04,44.22,15.91,0.86,9.12,0xb9c04a9cea83eca6aac227502846b93e02df8d8318e6dfba2ea88476b56134dd,2740758,2740477
http://localhost:8545,372,15,156.21,44.22,14.92,0.87,8.15,0x382dde3fef5b31f59851bd56f9116f8526dc79bc05a6e137f1c831de67489691,2740734,2740453
http://localhost:8545,373,19,156.37,44.22,18.66,0.87,9.14,0x72754ab83dceb830c26546d9f7fdd82e65cff64e6669d12d14f2fbaaa30b3234,2740695,2740414
http://localhost:8545,374,26,156.20,44.22,61.35,1.31,8.13,0xe005e68c2626b6605420586687ce2d36e6e0208b878c09e78c3f99dbe70bc2ab,2740722,2740441
http://localhost:8545,375,18,156.00,44.22,18.16,0.86,7.13,0x75130cf663f0246eecbc524ed70b167b290843d3fbfc736104effb7f25578f1e,2740755,2740474
http://localhost:8545,376,23,156.21,44.22,22.97,0.87,9.13,0xb379faa4b3b6d31200ff35714972bcc00004c52ffe1cc491999c6af3beb33547,2740800,2740519
http://localhost:8545,377,18,156.11,44.22,17.64,0.86,9.12,0xa7d79d42c6372ba2213f4553e109d500b37c17fe6f49d26d041f1e26b1d719f1,2740647,2740366
http://localhost:8545,378,18,156.13,44.22,50.74,1.62,8.12,0xfa71e12e5dc377a4bbe391416122aa740e0d6fe58d1a51fa3a1b262d38edbf82,2740716,2740435
http://localhost:8545,379,24,156.46,44.22,23.60,0.85,8.12,0x097702d8f3cf3aafd3743f955c64b45910850ec510720dbd64745dfb900c97df,2740755,2740474
http://localhost:8545,380,22,156.20,44.22,21.60,0.86,8.12,0x0f0b033796b004b493b486f4840717631227d55445e2423c47b8969df8e742cc,2740779,2740498
http://localhost:8545,381,17,156.01,44.22,16.53,0.85,9.12,0x6db012f8edaadbd602723ec4c305aa230a0a4237b609bbe8bbc3902d35ce6fa3,2740758,2740477
http://localhost:8545,382,18,156.11,44.22,48.31,1.55,8.11,0x38d880d73e493582c37bf152d22938ce14b6493cd03cf3782a26a1e792af6417,2740776,2740495
http://localhost:8545,383,19,156.19,44.22,18.06,0.87,8.12,0xde54fc5c4e9e09926b253581885b19e9cb9d21b41e4b9d013c77b2eeb7783857,2740773,2740492
http://localhost:8545,384,15,156.10,44.22,15.77,0.87,8.14,0xd97822a7a1a1f84045427919c4e35f755a34233d933e249346ab73d49d073394,2740719,2740438
http://localhost:8545,385,29,155.96,44.22,28.44,0.86,8.13,0x3b0b75a212b2a6c3b362fcdec493ed62d00d3556662d0cf3c6a66e5e5c860ee7,2740677,2740396
http://localhost:8545,386,30,156.24,44.22,80.34,1.52,9.14,0xd71e498661fbfa87e7afbc9cdf4616162fd2564c23c3667c7dc0b6b9a98cd4f3,2740773,2740492
http://localhost:8545,387,24,156.05,44.22,24.83,0.86,8.13,0x7355ddc16e8492afaa95a2c7bb37c2cfc6360ed1c49febbf27b05f38a3d45b43,2740725,2740444
http://localhost:8545,388,26,156.21,44.22,26.18,0.86,7.13,0x7e12e9749bcb5870f79e2ec918550f146d51c97807655bbb00479f8fc9472e70,2740782,2740501
http://localhost:8545,389,14,156.15,44.22,14.48,0.85,9.14,0x72f16ecfdc0497923f3e7a8fed9953ed0ad3ca25a2d48b5928e778b258168f04,2740692,2740411
http://localhost:8545,390,20,156.41,44.22,52.98,1.43,8.23,0xcfcff2f39784d7f36134bfbe1f6b51e0526917599ab7cdfe3c34dcac4e4d53eb,2740734,2740453
http://localhost:8545,391,14,156.28,44.22,14.31,0.86,8.13,0x0290ea2ab3a46ff394b25fd10eaecebe2a370e07c8fe97e04d4b3d2ef4dda127,2740761,2740480
http://localhost:8545,392,15,156.35,44.22,15.40,0.87,9.13,0x279df7185315214bed94c4c29f0c220a4f0ae5cb83e94f64e825cc3b6b2caf60,2740776,2740495
http://localhost:8545,393,25,156.26,44.22,21.04,0.87,7.13,0xc836826ae3dba9f2eb2643293e50721daa303055346fc4f66eb6cb7435aeee27,2740803,2740522
http://localhost:8545,394,31,156.41,44.22,66.88,1.41,8.13,0xefcf11976bc2d5756977c3e287b1bf9b940fa79c49add1aea19db68e730c9621,2740752,2740471
http://localhost:8545,395,25,156.23,44.22,23.64,0.87,8.11,0x0993f4005d514d6e55e532fdab2ea6aec1c9b01e11599304c5e485b5ecc893bc,2740788,2740507
http://localhost:8545,396,18,156.06,44.22,17.84,0.87,8.12,0x5b9681fdb91cfc06393aad9071ce874aacbe9c563ddada25b9dc1c9ba7591eed,2740704,2740423
http://localhost:8545,397,26,156.23,44.22,26.61,0.89,8.13,0x418bbb73d85cabc8b93e4141880042e8f7c88e2209b3205c575fffc80f217f29,2740755,2740474
http://localhost:8545,398,29,156.06,44.22,79.23,1.48,9.13,0x4b0ed10e775d6fccc3cc6975429bb46a177a9dbf605a113ac3ce174e5c790815,2740716,2740435
http://localhost:8545,399,15,156.01,44.22,15.21,0.86,8.13,0xff941a89e2fc4049049b939ded74e8b31c9cabc96367567590784f21735273ee,2740737,2740456
http://localhost:8545,400,30,155.98,44.22,29.85,0.86,8.13,0x1c57c145d6d059193895da1bc0461e92846940a6a75863e5922721dff1803d54,2740665,2740384
http://localhost:8545,401,18,155.97,44.22,17.30,0.85,9.12,0x6d2f0be230535782cc75489722b1ad18ccacbfd8d8d3127ce9e56bf1b4fff259,2740728,2740447
http://localhost:8545,402,23,156.29,44.22,66.04,1.64,7.12,0xd8fbe6681be078467d64d451794be0643acac2ea0f5b367dc6c6e6cc54aa5994,2740779,2740498
http://localhost:8545,403,19,156.36,44.22,18.25,0.85,8.12,0x1529aec79521da7304e4c2bf79219a38542571a52d813b597a1e38f25d4081fb,2740695,2740414
http://localhost:8545,404,18,156.23,44.22,17.70,0.86,9.14,0x4a11ce08b30143314faa697034a41082a832930c124ede548262f6119b1a0642,2740689,2740408
http://localhost:8545,405,23,156.13,44.22,22.17,0.86,8.14,0x95f65386c8ecb8eed76d326118004548678f8974395989e83e4be4887c5182d6,2740668,2740387
http://localhost:8545,406,15,156.35,44.22,53.71,1.61,8.13,0x81e3a85f4f2947a9c1ae9b1148f9f5c0f233b5d2cadd984421977918cdebfe69,2740773,2740492
http://localhost:8545,407,30,156.22,44.22,30.00,0.86,9.18,0xc50ff9593e20b05de9cf3da820fa269b34fe4d28aebcd726294492df2b1cb2fc,2740737,2740456
http://localhost:8545,408,18,156.28,44.22,18.22,0.86,8.12,0xae84c314d1452e0b51927210594f1f3616d1fac7960bc40fe4508c65ec5bd4d7,2740713,2740432
http://localhost:8545,409,13,156.31,44.22,12.87,0.86,9.12,0x6514eda1dfa9be570b834eb310616d2edbbd7791f4c92f68f8239e7a42534af7,2740716,2740435
http://localhost:8545,410,20,156.12,44.22,53.04,1.37,7.13,0x7e75f0d23b1927c07664b179171692b5bb334b404bea5a225c1a408886092c10,2740749,2740468
http://localhost:8545,411,19,156.45,44.22,19.05,0.87,8.11,0xc5d3558f98051a381c586d63cbecbb8bae11d5f6cf1c4582eca0da3bdbf754d5,2740668,2740387
http://localhost:8545,412,15,156.21,44.22,15.53,0.86,8.13,0xf02e4fd361afa242749b5af1f05c6dcc31827b8eedb789db715922bf85de7fe5,2740704,2740423
http://localhost:8545,413,17,156.12,44.22,22.51,0.89,9.13,0x195b58eb40cc9b3660b5646584f3815ffb7439a26f2e3217a74a2811505b0f54,2740800,2740519
http://localhost:8545,414,28,156.24,44.22,64.51,1.57,8.12,0x619d6c52045ff078388303e97bad599c729fad555ff20c3bb3bf5334fefa282e,2740761,2740480
http://localhost:8545,415,17,156.20,44.22,16.75,0.86,7.13,0xef6ce1ad6deb0a36212a95da5f5b99d26aebfbc907639985548a9e0b5203ce12,2740701,2740420
http://localhost:8545,416,16,156.10,44.22,16.13,0.87,9.12,0x4d3402a843ee483f0953d2befa3a944e447972445e7c9f8ed51eea221b076d61,2740743,2740462
http://localhost:8545,417,14,156.15,44.22,20.11,0.88,10.16,0x0af2e2629670a0aa20e225580fe468a72edd79b57ff47d2a8e5bed6350f275c7,2740776,2740495
http://localhost:8545,418,29,156.13,44.22,72.46,1.35,8.13,0x5cd9aaa88ca595e3379a4b5a24a5b13d13f5d6898c2b0afcad05863a3b7d09af,2740746,2740465
http://localhost:8545,419,25,156.23,44.22,26.25,0.85,7.14,0xe7a44fc11eb1f94fbf9733830098a7a130567a925916a9908e3bd78a2360fc39,2740767,2740486
http://localhost:8545,420,16,156.30,44.22,15.91,0.86,8.14,0x3b383ca5a39304beae4642a9980a3cbbdd6e2cfb3e5d6100f4c9663226be11b5,2740731,2740450
http://localhost:8545,421,15,156.20,44.22,15.21,0.85,8.14,0x862917a7a6f185dcbc9395ffe82d4b6f986f43237bfd42e202e6009a63c08696,2740728,2740447
http://localhost:8545,422,24,156.24,44.22,59.17,1.48,8.12,0xee933a32962971147e7f0b6aecb9a5611a65d714f7ac815be70d1476a06d1f6b,2740797,2740516
http://localhost:8545,423,17,156.31,44.22,17.15,0.86,8.19,0x8d394fd43ef4e018c3d17fff54ec7480f648e0924745eb5d1fb7e114bc758782,2740794,2740513
http://localhost:8545,424,15,156.14,44.22,15.27,0.86,8.14,0x34b138e37eb11e6ced26eb25a898252b4ce43579d1192e19fa4c79de99283d39,2740686,2740405
http://localhost:8545,425,17,156.17,44.22,16.69,0.85,8.14,0xd9890d44b0dbb19c896f9d21afb24a2748196b236536b36950b8ea1c53f15ef0,2740722,2740441
http://localhost:8545,426,26,156.17,44.22,61.88,1.32,9.12,0x9e920030b518b1521089fdce0d22f0736d0cff6d4664ceed77f4d997fc4486a4,2740740,2740459
http://localhost:8545,427,17,156.27,44.22,17.01,0.87,7.11,0x05283e889998799e24278d300f858d2ebe11d53a74128fc08449a1a7768724dc,2740758,2740477
http://localhost:8545,428,16,156.20,44.22,16.68,0.87,9.14,0xcd92b6ffcdd50241aed5ebd301bda7e5c8657f9f200c013a20e9b34c5cab8496,2740728,2740447
http://localhost:8545,429,17,156.21,44.22,28.85,0.86,8.13,0x7ac0b6d3031cf29cee8dcb897590aacb5226d02f955f8fde6357a08f1516d0dc,2740779,2740498
http://localhost:8545,430,30,156.24,44.22,65.63,1.54,8.15,0x7e1a6e8422a62b8d7e3fcf64412474e547a5035b94308eec1f6256815613f841,2740749,2740468
http://localhost:8545,431,29,156.23,44.22,29.33,0.86,7.17,0x685020d77e879e545f58c9049fd72e8c88491dba2dc8f7a72bc37bd39d7a03e9,2740776,2740495
http://localhost:8545,432,21,156.21,44.22,21.21,0.87,8.16,0x08e4d57c97e07b5e293bc5af46522ba796f7bbd32b9c33986680ef138c3d4adc,2740740,2740459
http://localhost:8545,433,18,156.26,44.22,17.45,0.88,9.17,0x3afc9c7ba67b60cfd7ce0acd9e715007a939a8e294d907f98f7a1e91af98f7fb,2740767,2740486
http://localhost:8545,434,28,156.11,44.22,79.81,1.72,8.11,0xd5cd278f42c24673951129466d38c867cff8d1ca7ed66ec8a2293ec1139c291c,2740737,2740456
http://localhost:8545,435,26,156.14,44.22,26.34,0.86,8.15,0xa28feb65bdc586e696162bda969889ea6fec59771e40c3de604831bb0dd40b67,2740689,2740408
http://localhost:8545,436,18,156.32,44.22,17.07,0.85,7.15,0x9c7145613674d8ae096b8a397c7e2033fa52370ec5731ffa81ed6508f6d41b42,2740734,2740453
http://localhost:8545,437,17,156.18,44.22,16.47,0.86,9.16,0x399de1a16213b239ea662d878b79cba09d8d6ab61a20c4e3761bd83450035971,2740752,2740471
http://localhost:8545,438,26,156.14,44.22,67.04,1.51,9.13,0x18afa8ee426e64934dd32971a383f3b7a0cab6c2d4bfd17b758d3bab3ca14b8b,2740758,2740477
http://localhost:8545,439,21,156.29,44.22,21.68,0.86,9.12,0x3e1d35457e7fa9fc7e4f30fc2d94fb3b2690e28a9c55d7f3c8da04ed275bea1f,2740761,2740480
http://localhost:8545,440,17,156.03,44.22,16.72,0.86,8.15,0xf432e299f6d30596fca4dd5ac91f865a96120f4240c94f9e5687f4ca723af330,2740668,2740387
http://localhost:8545,441,14,156.12,44.22,13.96,0.87,8.12,0xc938d99bbdeff34249378c1308379c70ca1c5f7ea86b35cebad3e91db40b608a,2740806,2740525
http://localhost:8545,442,22,156.24,44.22,51.24,1.43,8.12,0x19572cb7f439ab88900fe557636dbdc134cd4b2d4761de72f1e869a59f1b1dd8,2740737,2740456
http://localhost:8545,443,18,156.38,44.22,18.44,0.86,8.15,0xa48a41978d91064f8a4235d90d3bf85d560093acb744e546b5c2a5dc4dd92d92,2740752,2740471
http://localhost:8545,444,15,156.20,44.22,14.80,0.87,9.12,0xba01711d9c3ee41a7a7003e167e7a24193c1f3398316f0ea82b3edb950bcdd99,2740773,2740492
http://localhost:8545,445,15,156.10,44.22,15.23,0.87,7.14,0x34ff8535726654d65f48ea15e08727ce2a20ea81e00f7f9356a044a3940b9a7b,2740740,2740459
http://localhost:8545,446,25,156.23,44.22,65.98,1.30,9.14,0x3f5ef4d8fa6bb6aef125d76dcbdd7e3f7f72aaa6f07e289f47bb1f4a4f43a398,2740779,2740498
http://localhost:8545,447,17,156.13,44.22,16.94,0.86,9.12,0xcd950132ced6d81c282d2be09b77dbec1e7069d0c88390afebfd55a9b889478e,2740719,2740438
http://localhost:8545,448,15,156.33,44.22,15.82,0.86,8.13,0x15126c4ed6e6ba89550bd81444fbe12b520ccd78d6acdb92d40e017622423b6f,2740815,2740534
http://localhost:8545,449,22,156.09,44.22,30.52,0.87,7.12,0x3fad2d5f209d1799aaa92be36382d94e387bdbcf89611d8a1ecf996cb2b1ea0d,2740692,2740411
http://localhost:8545,450,25,156.03,44.22,55.97,1.51,10.12,0xe6617c9958411d86c2206cede26cb4de2b163a882e56156ec3fe94152c464c6e,2740731,2740450
http://localhost:8545,451,15,156.17,44.22,15.57,0.87,8.14,0x2eafc07b6f1700d95f112753004128faa46a4388ee67d056502c208b7bd1ac9a,2740776,2740495
http://localhost:8545,452,17,155.99,44.22,17.79,0.87,8.12,0x787843d9856a98f16792ce5e291d76ddec3cbcf333d562d27e104c5f809154fd,2740749,2740468
http://localhost:8545,453,16,156.08,44.22,15.51,0.86,8.15,0x9c264b8f42e90b1e353230b50ddec3f0566b30534e5dddeacb888bd67b3ebaae,2740791,2740510
http://localhost:8545,454,21,156.18,44.22,48.99,1.51,8.12,0x4c65d7ba0c630c1050bd1a8ace4216cbe0c36e42bc560cb37f659b6eed1ab70d,2740740,2740459
http://localhost:8545,455,21,156.29,44.22,20.84,0.87,8.12,0x160b7c812fe702b13e1c6d05ddef690bb8af818f759726a2caeca70a1979bc72,2740707,2740426
http://localhost:8545,456,29,156.08,44.22,29.25,0.87,9.12,0x88775f6cbad1e49e07ae4f339b9ff3ecf8f550e7023e26a3536092fc2b1ffcfb,2740770,2740489
http://localhost:8545,457,16,156.35,44.22,15.81,0.86,7.13,0x5fcdd3d70a9422ada79616e6a3fffdfd398cfc99c1e9c4187a24da69bc9e0fa4,2740725,2740444
http://localhost:8545,458,22,156.08,44.22,51.30,1.28,9.13,0x54425f7d772ecce38846825b3cc8af44b67f1ce02d74a66974b4b93c1ffae967,2740791,2740510
http://localhost:8545,459,21,155.85,44.22,21.48,0.86,8.11,0xab6a7d5ac25a03765b46239235e17d7940dca9a85e51dc87290454d76ded847d,2740719,2740438
http://localhost:8545,460,19,156.21,44.22,19.27,0.86,8.13,0x8cf0f8063c22a3a6ee8d85fe198fecdaab5fcbd7ef6f07321f04384dab6cada1,2740668,2740387
http://localhost:8545,461,22,155.94,44.22,20.64,0.87,9.12,0x80ca4959df3154fad4de96fbef4c3357b1731f8605d6ec9b3a9ff9679fdd1586,2740695,2740414
http://localhost:8545,462,19,156.05,44.22,47.51,1.59,8.13,0xf9a114c21b5bc0af8ab66e4a64f6594b72e2f88c2c2a1e7277ff405f3eac67c7,2740776,2740495
http://localhost:8545,463,18,156.09,44.22,18.61,0.87,7.14,0x9aea502f19edf7a042d2a92e459f3fac606e89e75dbd8c8b2f4af673cbd504de,2740740,2740459
http://localhost:8545,464,16,156.26,44.22,15.62,0.87,8.14,0x421077ea0a4ef58e1ccecad759901892f8bc9e5331e1c0f41d0e85a888b0f5ba,2740689,2740408
http://localhost:8545,465,17,156.05,44.22,16.07,0.87,9.13,0xe07b99d33386efb3c0d31b227b1cea52200904eade6372c23eb73a37befb1c8f,2740704,2740423
http://localhost:8545,466,25,156.25,44.22,62.06,1.55,8.12,0xf3a4de0c63583a7f0f477325169367a06244e352371ee80255b0f73abada2d9d,2740767,2740486
http://localhost:8545,467,20,156.31,44.22,20.45,0.85,8.15,0x32403b32cd0749ca7c01d774fbe0c41ec8ba95483b9faa3ccd87053cbca300f2,2740794,2740513
http://localhost:8545,468,18,156.10,44.22,18.18,0.85,9.13,0x238f713983c57b13cb4b5802943f51ac27d4af61ea6eecb197f87274a7eb7764,2740725,2740444
http://localhost:8545,469,25,156.15,44.22,32.26,0.86,8.13,0x5cd1748fdd5c00bbc8966afa2f00998a9c3c2b1b46fd5522cf4fd5291af37188,2740704,2740423
http://localhost:8545,470,19,156.20,44.22,52.06,1.35,9.12,0xcc8422795c30f1a8be28e195afe1cb650ecec008c5e363b7c6e519f7ed26c2d5,2740644,2740363
http://localhost:8545,471,23,156.11,44.22,23.13,0.87,10.13,0x70b1745b4a02a7d3b9f63c64ba5d0eeb5c984d0a19f2ccd2b08a344c2912c9a4,2740764,2740483
http://localhost:8545,472,14,156.29,44.22,14.42,0.87,7.13,0x29fc60b4051bf2d9663884a43bedb6239460cfaf9ab339bbc4d76ffd296d2bef,2740731,2740450
http://localhost:8545,473,17,156.08,44.22,16.77,0.87,8.13,0x42ef5a5be18f659132c270aa5c48bf609d9e4c4355718a8a6c20fb38408a7d3e,2740710,2740429
http://localhost:8545,474,22,156.09,44.22,65.27,1.70,9.14,0x24d0c48418b856acf3a95320d94c62a80a09002dab3a2834561d79dbf7d2a7f0,2740749,2740468
http://localhost:8545,475,20,156.30,44.22,19.68,0.86,7.13,0xa89b4aa38e104213b87a9aee3c711b1cadaf71ae62de511326f861748299d0f2,2740713,2740432
http://localhost:8545,476,16,156.19,44.22,16.32,0.86,9.12,0xbda8911e365aa539d99c43f47f3ee0d4cd59fc7bcf316273f127b75c8fa7dfe1,2740740,2740459
http://localhost:8545,477,17,156.15,44.22,17.21,0.87,8.12,0xa56027c7db33e3daeb3ede3ef71c7e1642e2020358c1fa3e39959e777b36c6d0,2740746,2740465
http://localhost:8545,478,20,156.35,44.22,58.95,1.91,7.13,0x877aa1c98b3ace71dfa64c6c51317a3d2718efcf44c8920f165f4183cfb4f758,2740737,2740456
http://localhost:8545,479,15,156.15,44.22,14.96,0.85,9.14,0x9128ddc339f7ad97e0c476fd707654548f7a80f28899186d40fe124c667daf31,2740737,2740456
http://localhost:8545,480,19,156.35,44.22,18.86,0.85,9.19,0xf44e3abfa88d62f9b7f833707ebae0ed4147b2deb2f6318aceabdb228b90c5ab,2740752,2740471
http://localhost:8545,481,18,156.27,44.22,18.92,0.86,9.14,0xf826b2352ae97ea46d885bb354dcdbfb2284e9e677b01b581a6ec17132c72736,2740701,2740420
http://localhost:8545,482,19,156.25,44.22,47.62,1.33,8.13,0x5dc77f0b667a7afc4c1e2d3adf5534794d51386e159b1b06cd77e58930ff566e,2740680,2740399
http://localhost:8545,483,24,156.36,44.22,23.31,0.87,8.15,0xcc7917240618e9cd20d1f4c9b91d24f27d30db49977a6fecf677eb4554f6749f,2740788,2740507
http://localhost:8545,484,18,156.44,44.22,17.25,0.87,7.13,0x06c35c52e26d3f76c7d8c98ce0f573c04950d41d3091b573f632bbb14f561d08,2740713,2740432
http://localhost:8545,485,13,156.21,44.22,12.63,0.86,9.13,0x4ef7b6d3a0acc919dd2cc0fcf49b40499bc6d6ffa0e41db0710975a3b76a869e,2740716,2740435
http://localhost:8545,486,20,156.03,44.22,56.55,1.56,8.12,0xf7d823496a2740b88d8552bb77b21549f9e41c04ab34898d41138842aecc0b3e,2740683,2740402
http://localhost:8545,487,14,156.08,44.22,14.01,0.86,8.17,0x7870cd863e3ef67bdba7e49f9e1b95324410fbda58489d328e0d5c6005362b7b,2740776,2740495
http://localhost:8545,488,22,156.23,44.22,22.60,0.87,8.12,0x4bbe73ffe34d10b752013d1ae7c52d690152dcf0122ca5b43ffe57703f894a25,2740740,2740459
http://localhost:8545,489,19,156.15,44.22,24.70,0.87,8.14,0x791f302dd85efeac8966ea1af6d7c438ae4cc4b2fef0d3837ae1310c5eafe0eb,2740746,2740465
http://localhost:8545,490,22,156.14,44.22,65.64,1.60,8.16,0x2ee88eb666296801c3cc801f47fa7d2fdf38cb3f64d272a015c3b5583d291a90,2740701,2740420
http://localhost:8545,491,23,156.28,44.22,22.50,0.85,8.12,0x6183c3babd17b1ef2d6347407a9725cafb7d965dcefcb2f790cc975ae0992130,2740767,2740486
http://localhost:8545,492,17,156.10,44.22,17.05,0.85,7.11,0x47a8d0b506bbd50ccf0d33ae9780cffd573c6160f73b278abe0fef2ffe267f69,2740701,2740420
http://localhost:8545,493,17,156.06,44.22,16.72,0.87,9.13,0xd9446b3a11634e73ed113b25dc23d0bed03e6a885ad34458e76f422fd1e87694,2740761,2740480
http://localhost:8545,494,27,156.37,44.22,62.81,1.51,8.12,0xf7ec057cdc1989e3b6244e8216594d61bc9b79dacd60a2e4e55044c76507d008,2740725,2740444
http://localhost:8545,495,16,156.25,44.22,16.38,0.86,8.16,0x02047636418f058613c24356b629d63e45f416834d98d417d4161602bbdb4aba,2740698,2740417
http://localhost:8545,496,21,156.15,44.22,20.78,0.86,8.15,0x41dd291fa101804e0d41e49fd2225b9a218296d7eba0940916d449133cc62a2c,2740692,2740411
http://localhost:8545,497,23,156.34,44.22,23.15,0.87,7.12,0xee183b7cb8ff2b497f4ef7707884aa5dee44afab2375da319b8dea5820df3d3e,2740773,2740492
http://localhost:8545,498,28,156.04,44.22,64.06,1.41,8.14,0xcc2f68ac9cafd03564362702d5042891690cccababf47e05845b0210ee7b1363,2740716,2740435
http://localhost:8545,499,17,156.29,44.22,17.02,0.87,10.17,0xb86effbc4e8aef00fd49cd5a8fad12418733a57462fa038059f2ef093ed74954,2740707,2740426
http://localhost:8545,500,22,156.13,44.22,21.68,0.86,8.14,0x336c5f62dfbfcda661663d94fc6e65f83a95c244b89cda4ee27764699564b872,2740809,2740528
http://localhost:8545,501,15,156.07,44.22,15.15,0.87,9.18,0x67e63990b6d50ad0d92e5cf5e7489bf0ea256fce45113ae4e37c435028ced687,2740770,2740489
http://localhost:8545,502,30,156.14,44.22,70.62,1.59,8.13,0xbcebaca1d5db8c2063497f5dc2e42a136eb51be3d9a0a58f8a0942f6c0849d51,2740836,2740555
http://localhost:8545,503,19,156.31,44.22,19.70,0.85,8.17,0x86289a6ba221182b36603edabf48e203d746c10e2a9f292f161eae9e7ca169b0,2740782,2740501
http://localhost:8545,504,16,156.28,44.22,16.39,0.85,8.12,0x1fe12f0a734b6d234f041a3692b8e67fe7a152d3882b4057c8df855df3871419,2740767,2740486
http://localhost:8545,505,15,156.23,44.22,15.21,0.86,8.13,0xae3df6ee6bbc3cdf2b61f7cfcdc8ea6a8115d77ea59489b8896a8cf78984d380,2740716,2740435
http://localhost:8545,506,19,156.44,44.22,49.49,1.54,9.12,0xa124ffe2de7c6e539295cf1166db4b023c627c04f9bf98d427112ce7d92de637,2740758,2740477
