Provider,Row Number,Transaction Size (KB),Client CPU Time (ms),Client Memory Usage (MB),Transaction Confirmation Time (s),Transaction Hash,Estimated Gas,Actual Gas Used,Transaction Cost (ETH)
https://sepolia.drpc.org,71,0.16,0.04,0.00,10.80,0xe98623011e14619b4e7a969e0cba0fc9ce159b31c0c2f51f7903e6e4d734d355,354216,353908,0.000719618039399988
https://sepolia.drpc.org,79,0.16,0.04,0.00,11.83,0xef843255bf4763281312cfd075c54048261297b21d56ddf403a978d371af7a73,354216,353908,0.000717848392519772
https://sepolia.drpc.org,80,0.16,0.04,0.00,11.81,0xc8aabd0c04ab815068ef5221016bd209b95778b0cc9acb664b3c476dd6a820b6,354216,353908,0.000718133648384208
https://sepolia.drpc.org,81,0.16,0.04,0.00,11.89,0x1eef1d3f9a54378123b18d7b14994abd797b6c8c594f57381bf36f335ce2158f,357570,353908,0.000718064751344308
https://sepolia.drpc.org,82,0.16,0.06,0.00,11.87,0x410c85ca0b62549d6cc002a5f70c846b747bb0ec7c541e62d2af352c878d909a,354216,353908,0.000717332590366896
https://sepolia.drpc.org,83,0.16,0.04,0.00,10.77,0xa5f193b3460ae7e9483a999b1a73fe719c890f5c6bf19524623d928187059d08,354216,353908,0.00071765868049028
https://sepolia.drpc.org,84,0.16,0.06,0.00,23.92,0xef6c5a80ea4ef0c22bc850b4f568e6b00ca60f69ee4d17b48802f54f711c35b7,354216,353908,0.000717384987154112
https://sepolia.drpc.org,85,0.16,0.04,0.00,12.09,0xc9a753f1e6eb4e023b49c1d0e319dd8f4b967152b5c02efd0926aedd0b208cf5,354216,353908,0.000717014359832376
https://sepolia.drpc.org,86,0.16,0.05,0.00,11.83,0xbbe93ff715d7e2e7bda36053f257319556fcfe24b3216d2ce0ab8211a2f02034,354216,356708,0.000722639227892868
https://sepolia.drpc.org,87,0.16,0.04,0.00,11.83,0xd6cf7dd36fc786df48cfdba7988a0e8c3d4009fd7d139d4cd2d0ce3087292b62,357570,353908,0.000717148223763836
https://sepolia.drpc.org,88,0.16,0.05,0.00,10.92,0x6650c9b951d20c5eb420feb462d900a13e6ba09cbd90c77a2d357620837c5e1f,354216,353908,0.000716637581943508
https://sepolia.drpc.org,89,0.16,0.06,0.00,10.73,0x376aa958f784e6017b4d5f9e0182562dded296e8c6e3ad397db1d0123602dd2f,357570,353908,0.00071649335877098
https://sepolia.drpc.org,90,0.16,0.06,0.00,11.82,0x0a2e39175d92d8afff8976a4829c5abf76db136671154e0724f306a8f4a376f5,357570,353908,0.00071630746151582
https://sepolia.drpc.org,91,0.16,0.06,0.00,11.79,0xf957713b0806b848052c50d45ae34bd5f9c09ff559e4d31082d5259ceb3a3655,354216,353908,0.000716544718253848
https://sepolia.drpc.org,92,0.16,0.05,0.00,10.86,0x878db2b2eaa72e0e121879c041bb4916fa952bb6eb091f4a2e2a9131573ca52c,354216,353908,0.000716087011868712
https://sepolia.drpc.org,93,0.16,0.04,0.00,11.82,0x80cd9304af35deafbf2633b8a77691be0e96cff63b8b069e7f77853e7511ac80,354216,353908,0.0007156600611505
https://sepolia.drpc.org,94,0.16,0.04,0.00,11.89,0xd218ed252c83ae18a011f5ad3e62346e84f19e343a124d904c9c1fd99354e09c,354216,353908,0.000715251984345928
https://sepolia.drpc.org,95,0.16,0.06,0.00,10.85,0x82ce25f00aa9e9fa3e3428f91794eb3ea93d5fd6f7d9ed79c2ea76a2476613a5,357570,353908,0.000715271431944436
https://sepolia.drpc.org,96,0.16,0.04,0.00,11.83,0xfc35d148649b4724c999efcfebbc7ccfc606ee38bb9cbac458a7abc4aadd91c2,354216,353908,0.000715313904089608
https://sepolia.drpc.org,97,0.16,0.05,0.00,12.80,0x401ee50ec78cf521d47aa73849e754d8dd7c5a27f5b56e9b4e27c85bf796c7a2,354216,353908,0.000714984251174388
https://sepolia.drpc.org,98,0.16,0.04,0.00,11.86,0x40e2ee70a9b254888fcc4bc5c87285d1003fcb61b94035f30affd5386953a019,354216,353908,0.000714865266596972
https://sepolia.drpc.org,99,0.16,0.04,0.00,9.76,0xb63f5bd1d81d858ee0f90a59340ae17be6fd1024585579bf6b94d4182cdad92b,357570,353908,0.000714916237488856
https://sepolia.drpc.org,100,0.16,0.05,0.00,11.91,0xf91f61557d376dd32e715e22f598fd870fed4b5f83ad4c27dad7d5ed4bb13d9c,354216,353908,0.000714806522469776
https://sepolia.drpc.org,101,0.16,0.04,0.00,11.86,0x47af9e363ce3e1752457232dda99cb31e06c456238701022bd0716c35f13ddd8,357570,353908,0.00071457947208456
