QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
5,2.361,91.207,8,2.323,91.102,4,2.634,91.104,4,3.596,91.131,5,3.227,91.198
4,4.014,91.261,8,2.376,91.12,4,4.001,91.151,3,3.022,91.173,4,3.268,91.218
5,2.428,91.091,15,3.283,91.199,9,3.095,91.177,4,3.946,91.19,4,2.451,91.195
4,2.837,91.088,8,2.411,91.213,4,2.391,91.172,1,2.448,91.176,3,3.156,91.117
5,2.283,91.236,14,2.347,91.185,17,2.548,91.111,1,2.281,91.189,4,2.317,91.191
5,2.271,91.125,14,2.268,91.229,18,2.272,91.257,1,2.302,91.206,4,3.574,91.187
4,3.921,91.189,8,3.656,91.179,4,4.052,91.176,3,3.145,91.123,4,3.906,91.239
5,2.345,91.2,14,4.102,91.146,17,3.392,91.14,4,3.882,91.209,3,2.854,91.257
5,2.384,91.321,5,2.297,91.168,10,2.343,91.183,4,4.227,91.234,3,4.423,91.092
4,2.865,91.061,8,2.843,91.226,4,2.721,91.16,4,4.024,91.217,3,2.451,91.136
4,2.252,91.226,8,3.67,91.076,4,2.251,91.202,3,4.053,91.164,4,3.967,91.271
2,3.812,91.172,8,3.833,91.171,4,2.278,91.174,3,2.301,91.137,4,2.325,91.174
4,2.232,91.168,6,2.241,91.207,5,2.38,91.16,3,2.307,91.227,4,2.613,91.217
5,3.238,91.193,8,2.21,91.121,4,2.372,91.187,4,2.725,91.237,5,2.248,91.152
4,3.755,91.092,8,2.176,91.24,4,2.517,91.175,4,5.821,91.265,4,3.337,91.197
4,3.803,91.261,8,2.798,91.191,4,2.645,91.233,3,3.499,91.098,4,2.539,91.116
5,2.406,91.238,8,2.441,91.213,4,3.941,91.209,1,2.391,91.232,5,4.227,91.153
5,2.367,91.21,14,2.244,91.129,18,2.185,91.209,1,3.148,91.275,2,2.414,91.216
4,2.366,91.149,8,2.37,91.062,4,2.728,91.248,3,2.213,91.178,3,2.255,91.143
4,3.882,91.188,8,2.259,91.116,4,2.562,91.189,3,2.307,91.165,4,2.346,91.175
2,2.282,91.163,8,2.828,91.189,4,4.05,91.133,3,2.456,91.15,5,2.667,91.242
5,2.404,91.178,14,2.654,91.072,17,2.535,91.191,4,2.348,91.181,4,3.905,91.173
4,2.344,91.129,8,3.072,91.221,4,2.414,91.201,3,3.776,91.327,5,2.251,91.23
5,2.251,91.146,4,2.259,91.173,8,2.377,91.213,4,2.521,91.256,5,2.271,91.29
2,2.342,91.146,8,2.608,91.139,4,3.63,91.189,3,3.671,91.221,4,4.457,91.158
5,3.162,91.142,14,3.861,91.221,17,2.702,91.114,3,2.395,91.082,5,2.345,91.185
5,2.312,91.144,14,2.29,91.147,18,2.65,91.216,4,2.408,91.168,3,2.31,91.168
4,2.317,91.056,8,2.4,91.258,4,2.311,91.192,3,2.319,91.165,4,2.385,91.247
4,4.333,91.182,8,2.366,91.192,4,2.408,91.222,1,2.405,91.143,5,4.034,91.136
2,3.933,91.182,15,2.665,91.096,11,3.024,91.105,3,4.636,91.174,4,3.671,91.123
5,2.462,91.088,14,4.057,91.205,18,3.726,91.194,1,3.722,91.175,1,2.663,91.233
2,2.486,91.145,8,2.331,91.245,4,2.633,91.182,3,2.314,91.115,4,3.859,91.18
5,2.589,91.263,14,2.34,91.231,17,2.349,91.172,1,2.309,91.161,4,2.63,91.2
4,3.161,91.229,8,5.399,91.221,4,2.438,91.173,3,2.295,91.178,5,2.312,91.311
2,2.353,91.188,8,2.328,91.114,4,2.357,91.257,3,4.524,91.144,4,2.493,91.219
4,4.15,91.189,8,2.361,91.247,4,2.325,91.152,3,2.256,91.26,4,2.312,91.206
4,2.376,91.153,8,2.308,91.168,4,4.083,91.084,3,4.127,91.209,5,4.126,91.171
2,3.984,91.215,8,2.365,91.128,4,2.425,91.111,3,2.437,91.2,4,2.349,91.271
4,2.472,91.158,8,2.227,91.083,4,3.771,91.153,3,3.809,91.199,5,2.301,91.108
2,2.27,91.303,8,2.488,91.201,4,2.564,91.201,3,3.709,91.25,5,2.62,91.141
4,2.386,91.215,8,3.805,91.261,4,2.463,91.097,3,2.676,91.119,4,2.438,91.268
5,2.273,91.126,14,2.359,91.127,18,2.803,91.264,4,2.497,91.185,3,2.335,91.209
2,2.462,91.156,8,4.031,91.161,4,2.255,91.18,3,2.391,91.18,4,3.014,91.136
2,2.824,91.219,8,2.566,91.229,4,2.351,91.276,3,2.774,91.106,5,3.866,91.184
5,2.402,91.234,4,2.597,91.142,8,3.738,91.211,4,4.539,91.251,3,4.161,91.169
2,2.52,91.227,8,3.426,91.209,4,2.329,91.204,3,3.763,91.211,4,2.301,91.207
2,2.461,91.186,8,2.642,91.199,4,3.825,91.176,3,2.485,91.199,4,2.462,91.183
4,2.524,91.262,8,2.339,91.168,4,3.575,91.216,3,3.76,91.209,5,2.832,91.197
2,2.352,91.217,14,2.494,91.135,17,4.046,91.129,3,3.894,91.178,5,2.777,91.171
4,2.67,91.122,8,2.336,91.063,4,2.963,91.186,3,2.446,91.208,5,2.313,91.183
2,2.218,91.143,3,2.458,91.185,2,2.303,91.126,1,2.44,91.092,3,2.508,91.243
5,2.375,91.183,14,2.306,91.22,18,2.541,91.119,4,2.436,91.161,1,2.344,91.136
2,2.414,91.162,8,2.486,91.247,4,4.009,91.216,3,2.4,91.25,4,2.356,91.209
2,2.166,91.261,8,2.377,91.141,4,2.303,91.129,3,2.234,91.175,4,2.555,91.194
5,2.615,91.156,8,3.02,91.146,4,3.445,91.188,1,3.995,91.141,4,2.405,91.215
4,2.394,91.16,8,2.352,91.317,4,2.29,91.212,3,2.326,91.157,4,2.805,91.157
5,2.366,91.288,1,2.266,91.225,1,2.353,91.243,4,2.343,91.24,4,2.296,91.221
5,2.356,91.147,15,2.389,91.207,12,2.289,91.19,4,4.51,91.169,3,2.727,91.154
4,4.383,91.104,8,6.411,91.151,4,2.491,91.158,3,3.165,91.214,5,4.299,91.081
4,2.287,91.105,14,2.492,91.221,18,2.926,91.205,3,2.287,91.106,4,2.425,91.173
4,2.319,91.168,8,2.536,91.241,4,2.195,91.13,3,2.308,91.13,5,4.112,91.213
2,2.341,91.231,14,4.199,91.153,18,3.223,91.188,3,2.898,91.192,4,2.76,91.173
2,3.507,91.214,8,4.094,91.191,4,3.69,91.174,3,2.44,91.208,4,2.582,91.133
5,3.151,91.117,15,2.727,91.159,9,3.409,91.076,4,2.412,91.109,5,2.399,91.168
5,2.524,91.21,15,2.365,91.211,11,2.467,91.134,1,2.277,91.16,4,2.769,91.159
4,2.688,91.248,8,2.484,91.279,4,2.389,91.147,2,2.437,91.106,5,2.341,91.11
2,2.376,91.21,8,2.413,91.165,4,3.896,91.18,3,2.325,91.205,4,2.525,91.258
2,2.551,91.173,8,2.8,91.148,4,2.646,91.202,3,2.392,91.271,4,2.272,91.201
5,2.333,91.142,15,3.641,91.059,12,2.334,91.106,4,2.791,91.207,3,2.356,91.157
2,3.923,91.168,8,3.958,91.213,4,2.668,91.099,3,3.18,91.193,4,2.588,91.167
2,2.604,91.135,8,3.449,91.204,4,3.947,91.278,3,2.605,91.059,4,2.508,91.161
4,2.638,91.077,8,4.873,91.134,4,3.707,91.258,3,2.399,91.188,4,2.2,91.104
5,2.336,91.287,3,2.323,91.17,2,3.924,91.221,1,2.799,91.236,5,2.461,91.167
2,2.702,91.266,8,2.461,91.114,4,2.34,91.183,3,2.841,91.269,4,2.338,91.224
4,2.437,91.278,15,2.434,91.173,11,2.332,91.23,2,4.016,91.063,5,2.272,91.296
5,3.895,91.159,8,4.118,91.141,4,2.915,91.108,4,2.344,91.226,5,2.345,91.233
2,2.326,91.116,14,2.931,91.24,18,2.362,91.209,3,2.314,91.237,4,2.552,91.241
2,3.839,91.131,8,2.283,91.179,4,2.286,91.032,3,2.519,91.114,4,3.84,91.247
4,2.83,91.19,8,2.411,91.174,4,3.876,91.175,3,4.136,91.167,4,2.47,91.148
4,2.384,91.226,8,3.452,91.11,4,2.548,91.212,3,2.661,91.158,4,2.478,91.195
4,2.489,91.104,15,2.457,91.237,11,2.834,91.178,4,2.287,91.247,5,3.33,91.174
3,3.933,91.162,3,2.372,91.199,2,4.043,91.103,4,4.178,91.18,4,3.927,91.285
4,2.318,91.225,8,2.392,91.27,4,2.28,91.152,3,4.023,91.155,4,3.744,91.174
4,2.47,91.19,14,2.392,91.23,17,2.403,91.254,3,3.971,91.243,2,3.807,91.256
5,2.672,91.092,8,2.416,91.209,4,2.416,91.13,3,2.384,91.139,5,2.312,91.193
4,4.087,91.152,8,3.916,91.286,4,3.696,91.158,3,2.818,91.303,5,2.791,91.161
5,2.46,91.155,8,2.358,91.27,4,2.211,91.153,4,3.641,91.187,1,3.67,91.159
5,3.582,91.143,7,3.947,91.106,3,3.175,91.256,4,2.272,91.196,5,2.374,91.198
4,2.223,91.186,8,2.253,91.202,4,2.463,91.253,3,2.39,91.227,4,2.359,91.292
5,2.307,91.16,8,2.832,91.149,4,3.847,91.18,4,2.245,91.246,4,2.578,91.108
4,3.132,91.205,8,5.51,91.178,4,2.787,91.18,3,2.258,91.22,4,2.28,91.205
3,2.61,91.192,3,2.848,91.327,2,2.199,91.076,4,2.38,91.176,5,2.341,91.162
4,2.273,91.301,14,2.307,91.187,17,2.316,91.096,3,2.295,91.221,4,2.446,91.123
5,2.313,91.178,4,4.255,91.171,8,2.277,91.222,4,2.261,91.151,4,2.239,91.177
4,2.244,91.096,8,2.761,91.24,4,2.398,91.141,3,2.314,91.149,4,2.255,91.106
5,2.309,91.103,4,2.334,91.241,8,3.482,91.18,4,3.975,91.146,3,2.471,91.163
5,3.043,91.131,8,2.452,91.189,4,2.403,91.168,4,2.282,91.13,3,2.34,91.17
4,2.391,91.089,8,2.634,91.222,4,2.415,91.266,3,3.433,91.146,4,2.704,91.151
5,2.32,91.284,15,2.276,91.174,11,3.993,91.228,1,4.294,91.161,4,3.509,91.263
2,3.896,91.234,8,3.769,91.203,4,2.544,91.224,3,2.707,91.196,5,2.503,91.223
2,4.329,91.193,8,3.601,91.143,4,4.166,91.242,3,3.947,91.254,4,3.905,91.164
4,3.639,91.148,8,2.581,91.22,4,2.527,91.116,3,4.282,91.199,4,2.367,91.163
5,2.43,91.156,8,2.508,91.107,4,2.301,91.221,4,2.298,91.186,5,2.18,91.171
5,2.307,91.251,14,2.245,91.139,17,4.045,91.23,1,3.767,91.137,5,2.185,91.209
4,3.833,91.2,8,2.534,91.178,4,4.293,91.201,3,4.166,91.244,4,4.125,91.22
5,2.257,91.15,14,2.752,91.234,17,4.159,91.12,4,2.326,91.234,4,2.239,91.214
4,2.371,91.184,8,2.288,91.152,4,4.278,91.18,3,2.8,91.209,4,2.529,91.202
4,2.348,91.15,8,2.459,91.164,4,2.56,91.092,3,2.369,91.207,4,2.651,91.17
4,2.281,91.149,5,2.547,91.155,7,2.335,91.226,3,2.322,91.226,4,2.306,91.111
4,2.649,91.225,8,2.394,91.153,4,2.303,91.284,3,2.666,91.16,4,3.859,91.198
5,3.629,91.265,8,3.933,91.221,4,3.831,91.189,4,5.115,91.146,5,4.11,91.14
2,2.335,91.113,8,2.413,91.217,4,3.74,91.137,3,3.731,91.215,4,3.647,91.163
2,2.462,91.172,14,2.415,91.243,17,2.424,91.222,2,3.685,91.244,4,3.951,91.253
4,3.129,91.31,8,2.207,91.055,4,2.634,91.129,3,4.265,91.159,3,2.306,91.201
4,2.919,91.272,8,3.772,91.208,4,3.721,91.175,3,2.345,91.063,4,3.932,91.208
4,4.381,91.137,8,2.405,91.07,4,4.282,91.121,3,3.967,91.177,5,2.554,91.167
5,2.347,91.263,15,2.291,91.197,11,2.748,91.117,4,2.46,91.119,5,2.349,91.235
4,2.392,91.213,7,2.616,91.247,3,2.636,91.16,3,2.771,91.147,4,2.478,91.114
5,2.509,91.144,8,2.418,91.175,4,2.658,91.216,4,2.684,91.165,4,2.339,91.094
4,2.326,91.156,8,2.415,91.086,4,2.488,91.157,3,3.867,91.167,4,4.366,91.194
4,2.485,91.158,8,2.333,91.181,4,4.009,91.243,3,2.334,91.112,5,2.51,91.22
5,2.364,91.169,14,2.299,91.179,17,2.309,91.281,1,2.248,91.219,4,2.588,91.239
4,2.265,91.17,14,3.741,91.126,18,3.216,91.142,3,2.378,91.173,4,2.342,91.215
2,2.682,91.252,8,2.271,91.085,4,3.714,91.203,3,2.658,91.198,4,2.435,91.234
4,2.559,91.182,7,2.616,91.212,3,2.186,91.159,3,2.538,91.151,4,2.344,91.165
5,2.348,91.181,14,2.302,91.195,17,2.495,91.155,4,2.543,91.152,2,2.451,91.202
4,2.308,91.146,8,2.291,91.084,4,2.634,91.142,3,2.745,91.181,4,3.811,91.051
4,4.277,91.136,8,2.393,91.171,4,2.268,91.16,3,2.599,91.188,4,3.911,91.207
2,3.943,91.202,3,2.607,91.138,2,2.297,91.148,1,4.159,91.103,4,4.117,91.236
5,3.973,91.255,5,2.364,91.275,7,2.526,91.069,4,2.406,91.212,3,2.363,91.163
2,2.517,91.211,8,2.282,91.137,4,2.397,91.148,3,2.59,91.169,4,2.348,91.253
4,2.363,91.162,8,2.317,91.088,4,4.23,91.152,3,2.23,91.237,4,2.41,91.175
4,2.294,91.095,8,2.537,91.125,4,2.367,91.191,3,2.283,91.158,5,3.754,91.229
5,2.236,91.25,14,4.21,91.196,17,2.693,91.219,4,2.456,91.248,5,4.337,91.203
5,3.958,91.077,15,2.767,91.265,11,2.398,91.196,4,2.409,91.184,4,4.732,91.106
4,4.297,91.222,8,2.485,91.223,4,3.837,91.123,3,2.257,91.181,4,3.993,91.129
4,3.758,91.17,8,3.726,91.232,4,3.751,91.221,3,2.443,91.102,5,2.434,91.119
2,2.347,91.12,8,2.442,91.114,4,2.351,91.119,3,2.274,91.185,4,2.407,91.277
2,2.377,91.133,8,2.408,91.126,4,2.403,91.158,3,2.809,91.104,4,3.099,91.22
4,3.698,91.074,7,2.35,91.159,3,4.121,91.144,3,4.047,91.038,4,2.646,91.236
2,2.574,91.257,8,3.808,91.186,4,2.357,91.131,3,2.614,91.174,4,4.309,91.239
5,2.488,91.117,8,2.809,91.086,4,4.117,91.048,4,3.78,91.034,4,3.69,91.154
2,3.727,91.123,3,3.97,91.095,2,2.452,91.248,3,3.54,91.185,3,3.138,91.141
5,2.877,91.203,14,3.881,91.181,17,2.271,91.237,4,2.644,91.212,4,2.381,91.115
2,2.525,91.164,8,2.537,91.156,4,2.87,91.253,3,2.335,91.116,5,4.101,91.154
5,2.546,91.098,15,2.327,91.262,11,4.013,91.246,1,4.111,91.069,3,3.49,91.116
5,3.86,91.16,14,2.361,91.161,17,2.458,91.169,4,3.953,91.178,4,4.044,91.2
4,2.476,91.143,14,4.059,91.18,18,2.282,91.332,3,3.84,91.306,5,2.541,91.156
5,4.06,91.099,15,3.903,91.183,11,4.078,91.154,4,2.306,91.19,3,2.509,91.2
2,2.299,91.216,8,2.315,91.207,4,2.398,91.202,3,2.376,91.153,4,2.637,91.231
4,3.495,91.221,6,2.331,91.201,14,2.271,91.121,4,2.627,91.168,4,2.316,91.27
2,4.17,91.141,8,5.72,91.199,4,2.907,91.169,3,3.558,91.17,4,2.781,91.175
2,2.329,91.229,15,2.25,91.165,11,2.747,91.195,2,2.588,91.252,3,2.616,91.167
4,2.306,91.172,8,2.346,91.168,4,3.867,91.255,1,2.301,91.193,3,2.283,91.093
4,2.339,91.095,1,2.275,91.196,1,2.452,91.069,4,2.308,91.154,3,2.439,91.088
4,2.264,91.119,8,2.314,91.147,4,2.495,91.241,3,2.44,91.187,5,2.259,91.172
4,2.998,91.239,8,2.406,91.144,4,2.634,91.146,3,4.03,91.252,4,3.212,91.137
4,2.65,91.12,8,2.49,91.182,4,3.629,91.217,3,2.284,91.211,5,2.243,91.169
3,2.504,91.156,3,2.413,91.282,2,2.705,91.13,1,2.277,91.171,3,2.625,91.202
2,2.363,91.208,8,2.408,91.242,4,2.256,91.124,3,2.331,91.195,4,2.258,91.21
4,2.44,91.322,8,3.977,91.157,4,3.767,91.115,3,2.707,91.195,4,2.346,91.164
2,2.459,91.205,8,2.399,91.142,4,3.814,91.163,3,3.877,91.192,4,2.373,91.2
4,2.339,91.217,8,2.326,91.162,4,2.515,91.157,3,2.332,91.163,5,2.185,91.21
4,2.742,91.174,6,2.348,91.162,14,2.548,91.152,3,2.878,91.098,4,2.242,91.271
4,3.865,91.198,8,2.356,91.205,4,3.688,91.152,3,2.224,91.126,4,2.263,91.197
2,2.459,91.213,8,4.065,91.108,4,3.698,91.129,3,2.315,91.229,4,2.398,91.173
2,2.298,91.149,4,2.364,91.165,8,2.403,91.232,3,3.234,91.073,4,2.73,91.16
4,3.983,91.248,8,2.591,91.092,4,3.195,91.127,3,2.344,91.168,4,2.662,91.152
5,2.799,91.101,8,4.078,91.237,4,4.131,91.179,1,4.203,91.188,4,2.498,91.126
4,3.499,91.114,8,4.275,91.175,4,3.335,91.162,3,2.215,91.217,4,2.508,91.099
4,4.24,91.198,6,2.223,91.243,14,2.387,91.109,4,2.472,91.127,4,3.808,91.078
4,3.565,91.135,8,3.925,91.223,4,3.665,91.188,3,3.181,91.149,5,2.987,91.217
4,4.379,91.179,8,2.363,91.083,4,3.543,91.11,3,2.521,91.146,4,2.278,91.122
2,2.457,91.132,14,4.139,91.134,17,2.409,91.178,3,3.303,91.169,4,2.588,91.253
4,3.916,91.238,14,3.754,91.284,18,2.44,91.214,3,2.372,91.178,4,2.39,91.191
4,3.798,91.197,8,2.404,91.198,4,2.432,91.122,3,2.393,91.234,4,2.58,91.174
5,2.358,91.266,14,2.305,91.243,17,2.369,91.27,4,2.367,91.138,4,2.264,91.178
2,2.25,91.254,5,3.121,91.076,7,3.901,91.184,3,2.286,91.195,4,2.284,91.151
4,4.097,91.172,8,4.138,91.222,4,3.01,91.091,3,2.424,91.269,4,2.566,91.169
4,2.325,91.27,8,2.257,91.192,4,2.436,91.187,3,2.373,91.272,4,2.611,91.15
4,2.512,91.104,3,2.82,91.167,2,4.435,91.239,2,3.673,91.131,3,2.757,91.153
2,2.42,91.209,8,2.361,91.208,4,2.887,91.133,3,2.396,91.151,4,2.779,91.188
4,2.429,91.143,7,2.73,91.215,3,4.171,91.172,3,4.152,91.201,4,2.433,91.191
4,2.492,91.224,15,2.332,91.171,9,3.69,91.222,4,3.916,91.21,5,4.518,91.296
5,2.259,91.161,14,4.037,91.166,17,3.68,91.203,4,3.879,91.185,4,3.971,91.144
4,4.082,91.228,1,2.327,91.223,1,4.938,91.15,2,5.301,91.27,4,2.463,91.179
2,2.782,91.159,8,2.284,91.275,4,2.327,91.106,3,2.336,91.168,4,5.311,91.166
5,3.895,91.216,1,2.293,91.2,1,2.342,91.171,4,4.152,91.208,2,2.447,91.177
4,2.314,91.208,8,4.619,91.17,4,3.912,91.125,3,2.351,91.186,5,2.372,91.125
2,2.463,91.146,8,2.575,91.055,4,2.544,91.241,3,2.731,91.22,5,4.869,91.167
4,5.667,91.197,5,3.758,91.233,7,2.375,91.245,4,2.318,91.168,3,2.354,91.178
5,2.441,91.209,15,2.581,91.148,9,4.665,91.195,4,2.374,91.194,5,2.276,91.186
2,2.225,91.148,8,2.626,91.184,4,4.068,91.269,3,5.402,91.205,3,6.184,91.198
4,3.815,91.259,8,3.609,91.251,4,2.376,91.211,3,2.274,91.19,5,2.279,91.115
2,2.319,91.155,8,4.856,91.266,4,4.045,91.123,3,2.365,91.153,4,2.333,91.202
4,4.187,91.184,8,2.6,91.16,4,4.149,91.175,3,4.886,91.133,3,4.085,91.108
4,4.221,91.208,6,4.025,91.224,5,2.281,91.168,3,2.251,91.097,4,2.401,91.105
2,4.501,91.1,8,5.152,91.206,4,2.627,91.114,3,2.273,91.099,4,2.298,91.158
4,2.404,91.215,14,2.364,91.163,17,2.454,91.174,3,3.679,91.125,5,4.83,91.114
5,2.553,91.145,4,4.935,91.221,8,3.977,91.205,4,4.026,91.092,5,3.974,91.123
4,5.215,91.175,14,5.823,91.187,18,2.401,91.247,3,2.368,91.182,4,3.901,91.167
2,3.049,91.125,8,2.781,90.982,4,5.433,91.192,3,4.48,91.119,4,2.302,91.209
2,3.768,91.167,14,3.598,91.19,17,2.612,91.134,3,2.737,91.272,4,2.425,91.116
4,4.87,91.178,8,3.433,91.261,4,2.387,91.188,3,2.365,91.187,4,2.288,91.177
4,2.32,91.172,8,2.307,91.155,4,3.559,91.111,3,3.998,91.197,4,2.85,91.195
5,2.287,91.184,14,2.31,91.153,17,2.266,91.281,4,2.313,91.193,4,4.923,91.173
4,4.235,91.206,5,2.344,91.123,7,2.206,91.202,3,2.26,91.18,4,2.617,91.097
4,2.284,91.149,8,2.316,91.229,4,5.164,91.132,3,4.324,91.204,4,2.378,91.144
2,2.316,91.266,8,2.471,91.172,4,3.252,91.188,3,3.887,91.328,4,5.387,91.196
5,4.173,91.13,5,2.233,91.177,10,2.592,91.244,4,2.367,91.144,3,2.491,91.213
2,3.466,91.243,8,5.004,91.094,4,5.145,91.11,3,4.199,91.177,4,2.396,91.143
4,2.478,91.084,6,2.435,91.271,5,2.386,91.13,3,2.401,91.219,4,4.485,91.131
4,5.647,91.188,7,2.386,91.266,3,2.331,91.186,3,2.702,91.182,4,2.396,91.233
4,3.336,91.286,8,5.176,91.151,4,4.348,91.201,3,2.291,91.135,3,2.207,91.188
4,2.193,91.167,15,2.354,91.152,11,2.396,91.242,4,5.01,91.218,2,5.461,91.174
4,2.372,91.207,8,2.314,91.198,4,2.379,91.132,3,2.354,91.212,5,2.419,91.179
4,2.402,91.178,8,3.869,91.145,4,4.543,91.308,3,2.585,91.186,4,2.541,91.129
5,3.688,91.164,3,3.553,91.273,2,3.767,91.146,1,4.895,91.248,5,4.551,91.106
2,2.478,91.135,5,2.457,91.143,7,2.489,91.104,3,2.689,91.146,4,2.444,91.177
4,4.766,91.122,8,4.136,91.126,4,2.895,91.254,3,4.107,91.2,4,2.289,91.192
4,2.29,91.072,8,3.767,91.183,4,4.522,91.094,3,3.907,91.219,4,2.323,91.161
5,2.41,91.179,14,2.329,91.104,17,2.275,91.124,4,2.185,91.146,4,4.137,91.178
5,5.86,91.261,15,4.066,91.17,9,2.586,91.228,4,2.479,91.158,3,2.531,91.128
2,2.296,91.13,14,2.6,91.228,17,4.86,91.094,3,4.257,91.13,3,2.261,91.098
4,2.245,91.095,8,2.438,91.18,4,4.11,91.242,3,3.236,91.275,4,5.348,91.089
2,4.612,91.113,8,2.539,91.215,4,2.731,91.192,3,3.815,91.214,5,2.448,91.238
2,3.739,91.146,8,3.246,91.166,4,5.478,91.171,3,2.595,91.116,4,2.625,91.115
2,2.606,91.067,8,2.808,91.128,4,2.277,91.206,3,3.813,91.184,4,5.184,91.198
5,4.256,91.129,14,2.372,91.188,17,2.388,91.198,4,3.853,91.18,2,2.802,91.213
4,2.354,91.076,8,2.581,91.189,4,4.027,91.164,3,2.333,91.153,4,2.44,91.235
5,2.535,91.161,14,2.323,91.178,18,2.467,91.178,1,3.636,91.161,5,5.129,91.175
4,5.603,91.161,8,3.929,91.081,4,4.051,91.211,3,2.355,91.23,5,2.475,91.131
4,2.575,91.238,5,5.081,91.248,10,2.351,91.242,4,2.491,91.211,2,2.353,91.152
4,3.86,91.23,8,3.722,91.089,4,4.049,91.22,3,4.826,91.103,4,4.856,91.201
4,2.35,91.219,8,2.223,91.134,4,2.349,91.22,3,2.282,91.153,4,2.423,91.152
4,2.316,91.066,15,5.079,91.237,9,5.83,91.277,4,3.981,91.144,4,3.82,91.217
5,2.273,91.211,14,2.362,91.23,17,2.61,91.219,4,5.114,91.071,3,2.775,91.146
2,3.961,91.092,3,3.617,91.069,2,3.892,91.207,3,4.068,91.268,3,3.847,91.139
2,5.029,91.165,8,4.807,91.171,4,3.603,91.236,3,2.749,91.165,4,2.563,91.2
5,2.534,91.179,14,2.513,91.186,18,2.438,91.149,4,4.832,91.07,2,5.716,91.123
5,4.319,91.282,14,2.345,91.14,17,2.719,91.281,4,4.13,91.183,3,2.573,91.087
4,5.194,91.248,8,4.247,91.136,4,2.389,91.25,3,2.326,91.272,5,2.265,91.163
4,2.512,91.215,3,2.408,91.171,2,4.633,91.172,2,5.73,91.176,4,2.588,91.209
4,3.86,91.16,8,3.646,91.142,4,4.209,91.206,3,4.389,91.152,4,3.846,91.237
4,4.78,91.196,8,4.302,91.077,4,4.044,91.254,3,2.449,91.179,5,2.392,91.248
4,2.309,91.136,8,2.322,91.255,4,4.299,91.106,3,3.605,91.22,5,2.248,91.164
4,2.405,91.175,8,2.451,91.18,4,2.218,91.168,3,3.623,91.119,4,5.08,91.203
5,3.954,91.103,14,2.369,91.294,18,2.367,91.2,4,2.483,91.119,4,2.345,91.208
4,2.656,91.272,5,2.349,91.153,7,4.655,91.209,4,2.617,91.146,3,2.261,91.208
2,2.945,91.157,8,2.697,91.202,4,2.261,91.135,3,3.321,91.118,3,5.511,91.141
4,4.333,91.22,8,2.289,91.26,4,2.341,91.132,3,3.858,91.121,4,3.998,91.177
4,3.78,91.112,8,4.67,91.201,4,5.381,91.144,3,2.316,91.167,5,2.481,91.156
4,2.737,91.223,8,3.103,91.268,4,3.914,91.097,3,4.339,91.176,5,4.518,91.141
5,2.383,91.232,15,2.755,91.182,9,2.245,91.24,4,2.639,91.099,5,2.904,91.194
4,3.044,91.162,8,4.95,91.177,4,4.355,91.21,3,2.365,91.187,5,2.702,91.151
4,3.256,91.172,5,3.281,91.151,7,2.871,91.183,3,4.658,91.078,4,4.349,91.142
2,3.725,91.16,8,2.611,91.157,4,2.826,91.247,3,2.227,91.107,4,2.291,91.135
5,2.249,91.201,5,4.753,91.204,7,4.148,91.153,4,2.291,91.246,3,2.276,91.099
2,3.849,91.229,8,2.27,91.203,4,2.31,91.231,3,4.74,91.131,4,6.112,91.264
4,2.331,91.16,8,2.238,91.226,4,2.383,91.193,3,2.988,91.225,5,2.529,91.226
4,2.604,91.229,8,3.918,91.091,4,4.39,91.124,3,3.667,91.343,5,2.598,91.224
5,2.378,91.143,14,2.366,91.225,17,2.429,91.179,4,4.832,91.223,4,4.067,91.179
4,2.374,91.214,8,2.263,91.138,4,2.726,91.194,3,4.121,91.217,5,4.349,91.23
4,4.211,91.143,14,4.453,91.143,17,2.439,91.147,3,2.236,91.151,4,2.407,91.26
5,2.459,91.243,5,2.246,91.153,7,3.921,91.193,4,4.707,91.232,3,2.383,91.266
3,2.267,91.104,3,2.345,91.112,2,4.022,91.207,1,2.4,91.229,5,2.803,91.114
5,2.604,91.094,14,3.28,91.201,17,2.403,91.208,4,2.803,91.169,3,2.299,91.168
2,3.754,91.219,8,3.923,91.112,4,4.397,91.261,3,3.546,91.098,4,2.23,91.15
4,3.98,91.182,8,4.594,91.195,4,4.116,91.189,3,2.697,91.18,4,5.274,91.171
2,5.622,91.134,8,2.34,91.183,4,4.052,91.13,3,2.32,91.108,3,2.341,91.166
4,2.4,91.077,6,2.44,91.201,14,5.1,91.163,4,5.184,91.101,4,2.373,91.23
5,4.2,91.223,14,2.34,91.105,17,2.685,91.105,4,2.704,91.163,5,4.574,91.241
4,4.457,91.2,8,2.322,91.214,4,2.513,91.153,3,2.68,91.191,5,3.909,91.138
5,2.357,91.18,15,4.657,91.241,9,2.859,91.246,4,2.282,91.137,3,2.738,91.225
4,2.536,91.174,8,2.179,91.162,4,3.779,91.186,3,5.01,91.243,4,4.072,91.233
